resp,fqweight,urban,region,age,educattgen,marstat,abortion,hdi,hdi_c
298,0.387008875608444,urban,kampala,18,secondary/post-primary,never married,0,0.639,1.9602453067111254
299,0.400493562221527,urban,kampala,15,secondary/post-primary,currently living with partner,0,0.639,1.9602453067111254
300,0.732630848884583,rural,north,37,never attended,widow or widower,0,0.475,-1.0409124148359898
301,0.462453693151474,rural,west nile,34,primary/middle school,currently married,0,0.486,-0.8396152505858784
302,2.01047205924988,rural,eastern,11,primary/middle school,divorced or separated,0,0.526,-0.10762556240365462
303,0.768798232078552,rural,central 2,22,primary/middle school,divorced or separated,1,0.586,0.990358969869679
304,0.413919627666473,urban,kampala,18,tertiary/post-secondary,currently living with partner,0,0.639,1.9602453067111254
305,0.221876218914986,rural,karamoja,17,primary/middle school,currently living with partner,1,0.45,-1.4984059699498786
306,0.371642619371414,rural,karamoja,17,never attended,currently married,0,0.45,-1.4984059699498786
307,0.184424161911011,rural,karamoja,30,never attended,currently married,0,0.45,-1.4984059699498786
308,1.08436417579651,rural,eastern,16,secondary/post-primary,currently living with partner,0,0.526,-0.10762556240365462
309,0.783331871032715,rural,east central,8,secondary/post-primary,currently living with partner,0,0.53,-0.03442659358543225
310,0.963616847991943,rural,south west,7,secondary/post-primary,never married,0,0.518,-0.2540235000400994
311,1.08436417579651,rural,eastern,22,primary/middle school,currently married,0,0.526,-0.10762556240365462
312,0.981557369232178,rural,north,26,primary/middle school,currently married,0,0.475,-1.0409124148359898
313,0.455407708883286,urban,kampala,35,primary/middle school,divorced or separated,0,0.639,1.9602453067111254
314,1.00986623764038,rural,east central,18,secondary/post-primary,currently married,0,0.53,-0.03442659358543225
315,3.62319445610046,urban,central 2,10,secondary/post-primary,currently living with partner,0,0.586,0.990358969869679
316,2.6398618221283,rural,central 1,31,secondary/post-primary,currently married,1,0.54,0.14857082846012368
317,1.03977906703949,rural,west nile,33,never attended,divorced or separated,0,0.486,-0.8396152505858784
318,0.267083436250687,urban,kampala,27,tertiary/post-secondary,currently married,0,0.639,1.9602453067111254
319,1.03977906703949,rural,west nile,9,primary/middle school,currently married,0,0.486,-0.8396152505858784
320,1.96849310398102,rural,central 1,20,primary/middle school,currently married,0,0.54,0.14857082846012368
321,1.73442399501801,rural,eastern,26,primary/middle school,currently married,0,0.526,-0.10762556240365462
322,0.184424161911011,rural,karamoja,26,never attended,currently married,0,0.45,-1.4984059699498786
323,0.562493979930878,rural,east central,23,primary/middle school,divorced or separated,0,0.53,-0.03442659358543225
324,1.27649021148682,rural,eastern,38,never attended,currently living with partner,0,0.526,-0.10762556240365462
325,0.400493562221527,urban,kampala,12,primary/middle school,divorced or separated,0,0.639,1.9602453067111254
326,0.880152344703674,rural,north,27,never attended,currently married,0,0.475,-1.0409124148359898
327,0.275290846824646,rural,karamoja,17,never attended,currently married,0,0.45,-1.4984059699498786
328,0.405174255371094,rural,east central,34,primary/middle school,currently living with partner,0,0.53,-0.03442659358543225
329,1.41751039028168,urban,western,14,primary/middle school,currently living with partner,0,0.499,-0.6017186019266556
330,1.27499651908875,rural,central 2,36,never attended,currently married,0,0.586,0.990358969869679
331,0.9742192029953,rural,central 2,13,primary/middle school,never married,0,0.586,0.990358969869679
332,0.356312274932861,urban,kampala,33,tertiary/post-secondary,divorced or separated,0,0.639,1.9602453067111254
333,0.963616847991943,rural,south west,12,secondary/post-primary,currently living with partner,0,0.518,-0.2540235000400994
334,0.403276950120926,rural,karamoja,14,never attended,currently married,0,0.45,-1.4984059699498786
335,0.605311870574951,rural,north,18,tertiary/post-secondary,currently living with partner,0,0.475,-1.0409124148359898
336,0.405174255371094,rural,east central,10,primary/middle school,currently married,0,0.53,-0.03442659358543225
337,0.533455550670624,rural,south west,19,primary/middle school,divorced or separated,0,0.518,-0.2540235000400994
338,0.790351390838623,rural,central 2,30,primary/middle school,currently living with partner,0,0.586,0.990358969869679
339,1.74646699428558,rural,western,35,never attended,currently married,0,0.499,-0.6017186019266556
340,0.663531422615051,rural,north,37,primary/middle school,currently married,0,0.475,-1.0409124148359898
341,0.890749514102936,rural,south west,9,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
342,1.18687474727631,rural,south west,10,secondary/post-primary,divorced or separated,0,0.518,-0.2540235000400994
343,1.07834649085999,rural,west nile,10,primary/middle school,divorced or separated,0,0.486,-0.8396152505858784
344,0.400493562221527,urban,kampala,22,secondary/post-primary,currently married,0,0.639,1.9602453067111254
345,0.391579538583755,urban,kampala,20,secondary/post-primary,divorced or separated,0,0.639,1.9602453067111254
346,1.96849310398102,rural,central 1,10,secondary/post-primary,never married,0,0.54,0.14857082846012368
347,1.91893446445465,rural,western,29,never attended,currently living with partner,0,0.499,-0.6017186019266556
348,0.813002467155457,rural,west nile,23,primary/middle school,divorced or separated,0,0.486,-0.8396152505858784
349,0.743305802345276,urban,east central,18,secondary/post-primary,never married,0,0.53,-0.03442659358543225
350,0.403093278408051,urban,kampala,17,secondary/post-primary,currently living with partner,0,0.639,1.9602453067111254
351,0.880152344703674,rural,north,15,primary/middle school,currently married,0,0.475,-1.0409124148359898
352,0.227233305573463,rural,karamoja,32,never attended,currently living with partner,0,0.45,-1.4984059699498786
353,0.652295649051666,rural,north,13,tertiary/post-secondary,never married,0,0.475,-1.0409124148359898
354,0.400493562221527,urban,kampala,12,secondary/post-primary,currently living with partner,0,0.639,1.9602453067111254
355,0.715515851974487,rural,east central,17,primary/middle school,currently living with partner,0,0.53,-0.03442659358543225
356,0.726765990257263,rural,west nile,37,primary/middle school,currently married,1,0.486,-0.8396152505858784
357,0.768798232078552,rural,central 2,37,never attended,divorced or separated,0,0.586,0.990358969869679
358,0.21186837553978,urban,kampala,9,primary/middle school,never married,0,0.639,1.9602453067111254
359,0.400493562221527,urban,kampala,27,primary/middle school,currently married,0,0.639,1.9602453067111254
360,0.652295649051666,rural,north,8,primary/middle school,currently living with partner,0,0.475,-1.0409124148359898
361,1.2542210817337,rural,eastern,7,primary/middle school,currently living with partner,0,0.526,-0.10762556240365462
362,0.356312274932861,urban,kampala,19,primary/middle school,currently living with partner,0,0.639,1.9602453067111254
363,0.890749514102936,rural,south west,20,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
364,0.569035053253174,urban,east central,19,primary/middle school,widow or widower,0,0.53,-0.03442659358543225
365,1.82856130599976,rural,south west,38,primary/middle school,currently married,0,0.518,-0.2540235000400994
366,0.663531422615051,rural,north,13,primary/middle school,currently married,0,0.475,-1.0409124148359898
367,2.11354660987854,rural,central 1,15,primary/middle school,divorced or separated,0,0.54,0.14857082846012368
368,0.771679103374481,rural,south west,24,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
369,0.652295649051666,rural,north,25,primary/middle school,currently married,0,0.475,-1.0409124148359898
370,0.371642619371414,rural,karamoja,20,never attended,currently married,0,0.45,-1.4984059699498786
371,0.652295649051666,rural,north,30,never attended,currently living with partner,0,0.475,-1.0409124148359898
372,1.3285745382309,rural,central 1,18,primary/middle school,currently living with partner,0,0.54,0.14857082846012368
373,0.726765990257263,rural,west nile,39,primary/middle school,currently married,0,0.486,-0.8396152505858784
374,0.624094724655151,rural,south west,27,never attended,currently living with partner,0,0.518,-0.2540235000400994
375,2.90652441978455,rural,central 2,12,primary/middle school,currently living with partner,0,0.586,0.990358969869679
376,0.393813788890839,urban,kampala,19,secondary/post-primary,divorced or separated,0,0.639,1.9602453067111254
377,2.35517024993896,rural,south west,10,tertiary/post-secondary,never married,0,0.518,-0.2540235000400994
378,1.27649021148682,rural,eastern,29,never attended,currently living with partner,0,0.526,-0.10762556240365462
379,1.96849310398102,rural,central 1,27,secondary/post-primary,currently married,0,0.54,0.14857082846012368
380,0.875412702560425,rural,western,22,primary/middle school,currently married,0,0.499,-0.6017186019266556
381,1.17406678199768,rural,western,22,primary/middle school,divorced or separated,0,0.499,-0.6017186019266556
382,3.63818645477295,urban,western,17,tertiary/post-secondary,never married,0,0.499,-0.6017186019266556
383,0.474608927965164,urban,kampala,40,primary/middle school,widow or widower,0,0.639,1.9602453067111254
384,0.9742192029953,rural,central 2,18,primary/middle school,currently living with partner,0,0.586,0.990358969869679
385,0.774413764476776,urban,kampala,12,secondary/post-primary,divorced or separated,1,0.639,1.9602453067111254
386,0.405174255371094,rural,east central,40,never attended,currently married,0,0.53,-0.03442659358543225
387,0.533117592334747,rural,east central,22,secondary/post-primary,currently married,0,0.53,-0.03442659358543225
388,1.337850689888,urban,south west,35,tertiary/post-secondary,currently married,0,0.518,-0.2540235000400994
389,1.27590298652649,rural,central 2,20,tertiary/post-secondary,currently living with partner,0,0.586,0.990358969869679
390,3.62319445610046,urban,central 2,19,secondary/post-primary,currently living with partner,1,0.586,0.990358969869679
391,0.400493562221527,urban,kampala,26,never attended,divorced or separated,0,0.639,1.9602453067111254
392,0.880152344703674,rural,north,22,primary/middle school,currently married,0,0.475,-1.0409124148359898
393,0.275290846824646,rural,karamoja,11,primary/middle school,currently married,0,0.45,-1.4984059699498786
394,0.356312274932861,urban,kampala,15,primary/middle school,currently living with partner,0,0.639,1.9602453067111254
395,0.783331871032715,rural,east central,21,primary/middle school,currently living with partner,0,0.53,-0.03442659358543225
396,2.20405745506287,rural,eastern,7,primary/middle school,never married,0,0.526,-0.10762556240365462
397,0.783331871032715,rural,east central,9,secondary/post-primary,never married,0,0.53,-0.03442659358543225
398,1.27499651908875,rural,central 2,25,primary/middle school,currently married,0,0.586,0.990358969869679
399,1.00986623764038,rural,east central,14,never attended,currently married,0,0.53,-0.03442659358543225
400,0.451668053865433,urban,kampala,12,tertiary/post-secondary,never married,0,0.639,1.9602453067111254
401,0.783331871032715,rural,east central,26,primary/middle school,divorced or separated,0,0.53,-0.03442659358543225
402,0.562493979930878,rural,east central,12,primary/middle school,currently living with partner,0,0.53,-0.03442659358543225
403,1.51590502262115,rural,eastern,35,primary/middle school,currently married,0,0.526,-0.10762556240365462
404,0.371642619371414,rural,karamoja,11,never attended,never married,0,0.45,-1.4984059699498786
405,0.533455550670624,rural,south west,24,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
406,0.320326715707779,urban,karamoja,14,secondary/post-primary,currently living with partner,0,0.45,-1.4984059699498786
407,0.743071973323822,urban,eastern,15,secondary/post-primary,divorced or separated,1,0.526,-0.10762556240365462
