gender,state,vote_biden,age_group,education_level,stateicp
male,TN,0,age_30-44,Some post sec,tennessee
male,SC,0,age_18-29,Some post sec,south carolina
male,LA,1,age_60_or_more,Post sec +,louisiana
male,IA,1,age_18-29,High school or less,iowa
female,TX,0,age_18-29,Grad degree,texas
female,WI,0,age_60_or_more,Post sec +,wisconsin
female,TX,1,age_30-44,Some post sec,texas
female,AR,0,age_18-29,Post sec +,arkansas
male,PA,0,age_45-59,Post sec +,pennsylvania
female,OH,1,age_30-44,Some post sec,ohio
male,ID,0,age_30-44,Post sec +,idaho
female,TX,1,age_30-44,High school or less,texas
male,NY,0,age_45-59,Post sec +,new york
female,MO,0,age_60_or_more,Some post sec,missouri
male,NE,1,age_45-59,Post sec +,nebraska
male,LA,0,age_45-59,Post sec +,louisiana
male,NY,1,age_60_or_more,Post sec +,new york
male,NY,1,age_30-44,Some post sec,new york
female,GA,1,age_30-44,Grad degree,georgia
male,NY,1,age_18-29,Post sec +,new york
female,VT,1,age_18-29,Some post sec,vermont
female,PA,1,age_18-29,Some post sec,pennsylvania
male,CA,0,age_30-44,Some post sec,california
female,OH,1,age_18-29,Some post sec,ohio
female,TX,1,age_18-29,Some post sec,texas
female,VA,0,age_30-44,High school or less,virginia
male,CA,0,age_60_or_more,Grad degree,california
female,NY,1,age_45-59,High school or less,new york
male,OH,1,age_60_or_more,Post sec +,ohio
female,MD,0,age_18-29,Some post sec,maryland
male,VT,0,age_30-44,Some post sec,vermont
male,LA,1,age_30-44,Post sec +,louisiana
male,NJ,0,age_45-59,Some post sec,new jersey
female,IL,0,age_30-44,High school or less,illinois
female,MS,1,age_45-59,High school or less,mississippi
male,TX,0,age_18-29,Post sec +,texas
male,MN,0,age_45-59,Some post sec,minnesota
male,CO,1,age_30-44,Some post sec,colorado
female,MS,1,age_18-29,Post sec +,mississippi
male,KS,0,age_45-59,Some post sec,kansas
male,OH,1,age_30-44,Post sec +,ohio
male,MD,0,age_30-44,High school or less,maryland
female,FL,0,age_45-59,High school or less,florida
male,CA,0,age_30-44,Post sec +,california
male,PA,0,age_30-44,Some post sec,pennsylvania
female,CA,1,age_18-29,High school or less,california
male,CA,1,age_60_or_more,Some post sec,california
male,NY,0,age_60_or_more,High school or less,new york
male,NJ,1,age_45-59,Post sec +,new jersey
male,TX,0,age_45-59,Some post sec,texas
female,NJ,0,age_30-44,Post sec +,new jersey
female,NC,1,age_18-29,Post sec +,north carolina
male,MI,0,age_30-44,Post sec +,michigan
female,MS,1,age_18-29,Post sec +,mississippi
male,MI,0,age_60_or_more,Post sec +,michigan
male,VA,0,age_30-44,High school or less,virginia
female,CA,0,age_45-59,High school or less,california
female,AL,0,age_18-29,High school or less,alabama
female,MN,0,age_45-59,Post sec +,minnesota
male,NY,0,age_30-44,Post sec +,new york
female,FL,1,age_45-59,Some post sec,florida
female,OH,1,age_30-44,Grad degree,ohio
female,NY,1,age_60_or_more,Grad degree,new york
female,VA,1,age_30-44,Some post sec,virginia
male,IL,1,age_18-29,Some post sec,illinois
male,UT,0,age_30-44,Grad degree,utah
female,GA,1,age_60_or_more,High school or less,georgia
female,OH,1,age_18-29,Post sec +,ohio
male,TX,0,age_60_or_more,Grad degree,texas
female,NJ,1,age_30-44,Post sec +,new jersey
male,WI,1,age_60_or_more,Post sec +,wisconsin
female,NC,0,age_30-44,High school or less,north carolina
female,TN,0,age_30-44,Some post sec,tennessee
female,AZ,0,age_30-44,Grad degree,arizona
female,FL,1,age_30-44,High school or less,florida
female,HI,1,age_60_or_more,Some post sec,hawaii
male,OR,1,age_18-29,High school or less,oregon
male,NY,0,age_30-44,High school or less,new york
female,AZ,1,age_18-29,Post sec +,arizona
male,NY,1,age_30-44,Grad degree,new york
female,NJ,1,age_30-44,Some post sec,new jersey
female,AR,1,age_60_or_more,High school or less,arkansas
male,VA,1,age_30-44,High school or less,virginia
female,PA,1,age_30-44,High school or less,pennsylvania
male,CA,1,age_45-59,Grad degree,california
male,CA,0,age_30-44,Post sec +,california
male,UT,1,age_30-44,Post sec +,utah
female,UT,0,age_30-44,Post sec +,utah
female,MN,1,age_60_or_more,Post sec +,minnesota
male,KY,0,age_45-59,High school or less,kentucky
male,NV,0,age_60_or_more,Post sec +,nevada
female,FL,1,age_30-44,Post sec +,florida
male,LA,1,age_18-29,High school or less,louisiana
female,OH,1,age_60_or_more,Grad degree,ohio
male,NC,0,age_45-59,High school or less,north carolina
male,PA,0,age_45-59,Some post sec,pennsylvania
male,NH,1,age_45-59,Grad degree,new hampshire
male,KY,1,age_18-29,High school or less,kentucky
female,CA,1,age_30-44,Post sec +,california
female,PA,0,age_45-59,High school or less,pennsylvania
male,CA,0,age_45-59,High school or less,california
female,TX,1,age_45-59,High school or less,texas
male,VT,1,age_18-29,Some post sec,vermont
female,MO,1,age_18-29,Post sec +,missouri
male,OH,0,age_30-44,High school or less,ohio
female,TX,0,age_45-59,Post sec +,texas
male,NY,0,age_30-44,Some post sec,new york
male,LA,0,age_30-44,High school or less,louisiana
male,NC,1,age_18-29,High school or less,north carolina
male,FL,1,age_45-59,Grad degree,florida
male,DE,0,age_30-44,High school or less,delaware
female,FL,1,age_30-44,Grad degree,florida
male,CA,1,age_60_or_more,Grad degree,california
female,NC,0,age_18-29,High school or less,north carolina
female,CT,1,age_30-44,Grad degree,connecticut
female,VA,1,age_30-44,Post sec +,virginia
male,VA,1,age_18-29,High school or less,virginia
female,PA,0,age_45-59,Some post sec,pennsylvania
male,CA,0,age_30-44,Post sec +,california
male,LA,0,age_18-29,High school or less,louisiana
male,OH,1,age_30-44,High school or less,ohio
male,CA,1,age_30-44,Some post sec,california
male,FL,1,age_30-44,Post sec +,florida
male,CA,0,age_18-29,Some post sec,california
male,IL,0,age_45-59,Post sec +,illinois
female,OR,1,age_30-44,Some post sec,oregon
female,AZ,0,age_18-29,Some post sec,arizona
female,CA,0,age_18-29,High school or less,california
male,AR,0,age_45-59,Some post sec,arkansas
male,CA,0,age_30-44,High school or less,california
female,CA,1,age_18-29,High school or less,california
male,CA,0,age_18-29,Post sec +,california
male,WA,1,age_45-59,High school or less,washington
male,MI,1,age_45-59,Some post sec,michigan
male,NY,0,age_45-59,Some post sec,new york
male,MS,1,age_30-44,High school or less,mississippi
male,LA,1,age_30-44,High school or less,louisiana
female,CA,1,age_45-59,Grad degree,california
male,IL,0,age_18-29,High school or less,illinois
male,MO,1,age_30-44,Some post sec,missouri
male,NY,1,age_30-44,Some post sec,new york
male,PA,0,age_18-29,High school or less,pennsylvania
male,NY,0,age_60_or_more,Some post sec,new york
female,MI,1,age_18-29,High school or less,michigan
female,TX,1,age_60_or_more,High school or less,texas
female,FL,0,age_45-59,Post sec +,florida
male,MO,0,age_30-44,Some post sec,missouri
male,PA,0,age_30-44,Some post sec,pennsylvania
female,PA,0,age_18-29,Some post sec,pennsylvania
male,CA,1,age_18-29,Grad degree,california
male,NJ,0,age_60_or_more,High school or less,new jersey
female,GA,1,age_18-29,High school or less,georgia
male,CA,1,age_30-44,Post sec +,california
male,IL,1,age_18-29,Post sec +,illinois
male,TN,1,age_18-29,High school or less,tennessee
female,TX,1,age_30-44,Some post sec,texas
female,CA,1,age_18-29,Post sec +,california
male,NJ,0,age_60_or_more,Some post sec,new jersey
male,PA,0,age_30-44,Post sec +,pennsylvania
female,CA,0,age_45-59,High school or less,california
male,GA,1,age_30-44,High school or less,georgia
male,WI,0,age_30-44,Some post sec,wisconsin
male,NY,0,age_30-44,Grad degree,new york
male,PA,0,age_45-59,Post sec +,pennsylvania
female,TX,0,age_60_or_more,Some post sec,texas
male,TX,0,age_60_or_more,High school or less,texas
female,AL,0,age_30-44,High school or less,alabama
female,WI,1,age_30-44,Some post sec,wisconsin
male,CA,0,age_45-59,Some post sec,california
male,LA,1,age_30-44,Some post sec,louisiana
male,HI,0,age_60_or_more,Grad degree,hawaii
female,TX,0,age_45-59,High school or less,texas
male,MI,0,age_30-44,Some post sec,michigan
female,GA,0,age_18-29,High school or less,georgia
male,NY,1,age_30-44,Grad degree,new york
male,AR,1,age_60_or_more,Grad degree,arkansas
female,CA,1,age_18-29,Post sec +,california
female,OR,1,age_60_or_more,Post sec +,oregon
female,AZ,1,age_60_or_more,Post sec +,arizona
male,OH,0,age_30-44,High school or less,ohio
female,FL,1,age_18-29,Some post sec,florida
male,OR,0,age_60_or_more,Some post sec,oregon
female,AZ,1,age_60_or_more,Post sec +,arizona
female,KS,0,age_18-29,High school or less,kansas
male,IA,0,age_30-44,High school or less,iowa
female,VA,1,age_30-44,Post sec +,virginia
female,FL,1,age_30-44,High school or less,florida
male,KY,0,age_30-44,Some post sec,kentucky
male,MA,1,age_60_or_more,Post sec +,massachusetts
male,NY,0,age_30-44,Post sec +,new york
male,CA,1,age_30-44,Post sec +,california
female,CA,1,age_45-59,High school or less,california
male,WA,0,age_45-59,Some post sec,washington
male,NV,1,age_30-44,Some post sec,nevada
male,IL,1,age_60_or_more,Grad degree,illinois
male,OH,0,age_18-29,High school or less,ohio
male,OH,0,age_30-44,Some post sec,ohio
female,FL,1,age_30-44,Post sec +,florida
male,FL,1,age_45-59,High school or less,florida
male,PA,0,age_45-59,Post sec +,pennsylvania
male,AZ,0,age_30-44,Some post sec,arizona
male,CA,1,age_18-29,High school or less,california
male,HI,1,age_60_or_more,Grad degree,hawaii
male,NV,1,age_45-59,Post sec +,nevada
male,NY,0,age_60_or_more,Some post sec,new york
male,NJ,1,age_30-44,Some post sec,new jersey
male,TN,0,age_60_or_more,High school or less,tennessee
male,PA,1,age_60_or_more,Some post sec,pennsylvania
female,VA,1,age_45-59,Post sec +,virginia
female,FL,0,age_45-59,Some post sec,florida
male,NE,0,age_60_or_more,Post sec +,nebraska
female,MI,0,age_18-29,Post sec +,michigan
male,VA,0,age_30-44,Grad degree,virginia
male,IN,0,age_18-29,Some post sec,indiana
female,FL,1,age_45-59,Some post sec,florida
male,IL,0,age_60_or_more,Post sec +,illinois
male,MN,0,age_30-44,High school or less,minnesota
male,AZ,0,age_45-59,High school or less,arizona
male,IL,0,age_60_or_more,Post sec +,illinois
male,MA,0,age_30-44,High school or less,massachusetts
male,TX,1,age_30-44,Post sec +,texas
male,CT,0,age_45-59,High school or less,connecticut
male,FL,0,age_60_or_more,Post sec +,florida
male,SC,0,age_60_or_more,Post sec +,south carolina
male,KS,1,age_30-44,Post sec +,kansas
male,VA,1,age_45-59,Post sec +,virginia
male,VA,1,age_18-29,Some post sec,virginia
male,TX,1,age_60_or_more,Some post sec,texas
female,MO,0,age_45-59,High school or less,missouri
female,SC,1,age_45-59,Grad degree,south carolina
male,CT,0,age_60_or_more,Post sec +,connecticut
female,IA,0,age_45-59,Some post sec,iowa
female,NM,1,age_18-29,Some post sec,new mexico
male,MI,1,age_60_or_more,Grad degree,michigan
female,PA,1,age_18-29,High school or less,pennsylvania
male,PA,1,age_30-44,Grad degree,pennsylvania
female,CA,1,age_30-44,Some post sec,california
male,WA,1,age_30-44,Some post sec,washington
female,NC,0,age_45-59,High school or less,north carolina
female,OH,1,age_60_or_more,Post sec +,ohio
male,TX,0,age_45-59,High school or less,texas
female,AR,0,age_45-59,High school or less,arkansas
male,TX,1,age_30-44,Some post sec,texas
female,IA,0,age_60_or_more,Some post sec,iowa
male,OK,0,age_60_or_more,Some post sec,oklahoma
female,MI,0,age_30-44,Post sec +,michigan
male,PA,0,age_60_or_more,Post sec +,pennsylvania
male,FL,0,age_60_or_more,Grad degree,florida
male,CT,0,age_60_or_more,Grad degree,connecticut
female,MI,1,age_60_or_more,Post sec +,michigan
female,NY,0,age_60_or_more,High school or less,new york
male,IL,1,age_60_or_more,Post sec +,illinois
female,CA,0,age_18-29,High school or less,california
male,IN,0,age_60_or_more,Grad degree,indiana
male,CA,0,age_30-44,Grad degree,california
male,TX,0,age_60_or_more,Post sec +,texas
male,TX,1,age_60_or_more,High school or less,texas
male,SC,0,age_45-59,Some post sec,south carolina
female,TX,1,age_45-59,Some post sec,texas
male,AL,0,age_60_or_more,High school or less,alabama
male,FL,0,age_60_or_more,Post sec +,florida
male,FL,0,age_60_or_more,Post sec +,florida
female,FL,1,age_18-29,High school or less,florida
female,NC,1,age_60_or_more,Some post sec,north carolina
female,NY,1,age_30-44,Post sec +,new york
male,PA,0,age_60_or_more,Post sec +,pennsylvania
female,TX,0,age_60_or_more,Post sec +,texas
male,MN,1,age_45-59,Grad degree,minnesota
male,IL,0,age_30-44,Post sec +,illinois
female,IN,1,age_18-29,Post sec +,indiana
female,LA,0,age_30-44,High school or less,louisiana
female,WI,1,age_60_or_more,Post sec +,wisconsin
male,PA,0,age_60_or_more,Post sec +,pennsylvania
male,NC,1,age_30-44,Grad degree,north carolina
female,FL,0,age_30-44,Post sec +,florida
male,TN,1,age_60_or_more,Some post sec,tennessee
female,OK,0,age_18-29,High school or less,oklahoma
male,CA,1,age_60_or_more,Grad degree,california
female,MI,1,age_30-44,High school or less,michigan
female,FL,0,age_60_or_more,Some post sec,florida
male,TX,0,age_45-59,Post sec +,texas
male,GA,0,age_30-44,Grad degree,georgia
male,AZ,0,age_60_or_more,Post sec +,arizona
female,ME,1,age_60_or_more,High school or less,maine
male,PA,1,age_60_or_more,Post sec +,pennsylvania
male,NY,1,age_45-59,High school or less,new york
female,FL,0,age_30-44,Post sec +,florida
male,NY,0,age_60_or_more,Some post sec,new york
male,MA,1,age_30-44,Some post sec,massachusetts
female,MO,0,age_30-44,Some post sec,missouri
male,PA,0,age_30-44,Post sec +,pennsylvania
male,AZ,0,age_60_or_more,Post sec +,arizona
male,CA,0,age_60_or_more,Post sec +,california
male,TN,0,age_30-44,Grad degree,tennessee
male,NY,1,age_18-29,High school or less,new york
male,MD,1,age_60_or_more,Post sec +,maryland
male,CA,1,age_45-59,Post sec +,california
male,KY,1,age_60_or_more,Post sec +,kentucky
male,TX,0,age_60_or_more,Post sec +,texas
male,OH,1,age_60_or_more,Grad degree,ohio
male,CA,0,age_30-44,Grad degree,california
male,IA,0,age_45-59,Post sec +,iowa
male,GA,0,age_60_or_more,Grad degree,georgia
male,VA,0,age_60_or_more,Some post sec,virginia
male,NJ,0,age_45-59,Post sec +,new jersey
male,TX,1,age_18-29,Post sec +,texas
male,TX,0,age_60_or_more,Post sec +,texas
female,MO,1,age_18-29,High school or less,missouri
male,CA,0,age_60_or_more,Some post sec,california
male,GA,0,age_45-59,Post sec +,georgia
female,IL,0,age_18-29,High school or less,illinois
male,AL,1,age_60_or_more,Grad degree,alabama
male,IA,0,age_45-59,Post sec +,iowa
female,CA,1,age_45-59,High school or less,california
male,MI,1,age_60_or_more,Grad degree,michigan
male,MO,0,age_60_or_more,High school or less,missouri
male,OH,0,age_60_or_more,Some post sec,ohio
male,OR,1,age_60_or_more,Post sec +,oregon
male,CA,1,age_60_or_more,Post sec +,california
male,AZ,0,age_45-59,Post sec +,arizona
female,IN,0,age_60_or_more,Grad degree,indiana
male,MI,1,age_60_or_more,High school or less,michigan
male,MO,1,age_45-59,Some post sec,missouri
male,GA,0,age_60_or_more,High school or less,georgia
female,IL,0,age_30-44,High school or less,illinois
female,NY,1,age_60_or_more,Some post sec,new york
male,FL,0,age_60_or_more,High school or less,florida
male,MS,0,age_45-59,High school or less,mississippi
female,TX,0,age_18-29,High school or less,texas
male,CA,0,age_30-44,Some post sec,california
male,NY,0,age_60_or_more,Some post sec,new york
male,NC,0,age_45-59,Grad degree,north carolina
male,KY,0,age_60_or_more,Post sec +,kentucky
male,MA,0,age_60_or_more,Post sec +,massachusetts
male,TN,0,age_60_or_more,High school or less,tennessee
male,CT,1,age_45-59,High school or less,connecticut
male,MT,1,age_30-44,Grad degree,montana
male,WA,1,age_60_or_more,Some post sec,washington
female,PA,1,age_30-44,Grad degree,pennsylvania
female,IL,1,age_45-59,Some post sec,illinois
female,TX,1,age_60_or_more,Post sec +,texas
male,MI,1,age_60_or_more,Post sec +,michigan
male,CA,0,age_18-29,Some post sec,california
male,FL,0,age_60_or_more,Grad degree,florida
male,NY,0,age_60_or_more,High school or less,new york
male,FL,1,age_45-59,Grad degree,florida
female,MD,0,age_60_or_more,High school or less,maryland
male,PA,0,age_60_or_more,Grad degree,pennsylvania
female,GA,0,age_30-44,Some post sec,georgia
male,WA,0,age_60_or_more,Post sec +,washington
female,FL,1,age_18-29,High school or less,florida
male,VA,1,age_45-59,Grad degree,virginia
male,FL,0,age_60_or_more,Some post sec,florida
male,NY,0,age_45-59,Post sec +,new york
male,LA,0,age_45-59,Post sec +,louisiana
male,FL,0,age_60_or_more,Post sec +,florida
female,PA,1,age_60_or_more,Some post sec,pennsylvania
male,CA,1,age_18-29,Some post sec,california
male,PA,0,age_60_or_more,Grad degree,pennsylvania
male,OK,0,age_60_or_more,High school or less,oklahoma
male,NJ,0,age_45-59,Post sec +,new jersey
male,PA,1,age_45-59,Post sec +,pennsylvania
male,SC,1,age_18-29,Some post sec,south carolina
male,FL,0,age_45-59,High school or less,florida
male,NY,1,age_60_or_more,Grad degree,new york
female,WA,0,age_45-59,Post sec +,washington
female,IL,1,age_60_or_more,Grad degree,illinois
male,NC,0,age_60_or_more,High school or less,north carolina
male,MA,1,age_60_or_more,Some post sec,massachusetts
female,OH,1,age_18-29,Post sec +,ohio
male,IN,1,age_60_or_more,Grad degree,indiana
male,NY,1,age_45-59,Grad degree,new york
female,AZ,1,age_60_or_more,Some post sec,arizona
male,OR,0,age_60_or_more,High school or less,oregon
female,MS,0,age_45-59,Some post sec,mississippi
female,NC,1,age_60_or_more,Some post sec,north carolina
male,AZ,0,age_60_or_more,Some post sec,arizona
female,NJ,1,age_60_or_more,Grad degree,new jersey
male,NC,0,age_60_or_more,Some post sec,north carolina
